,DN,Agencia_Capitania,Registro,UF,tipo,N_Tipo
1623,8º ,Delegacia Fluvial de Presidente Epitácio,DLPREP,SP,Veleiro,18
1624,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Balsa,39
1625,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Barcaça,9
1626,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Batelão,11
1627,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Bote,28
1628,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Caiaque,1
1629,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Caique,1
1630,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Canoa,904
1631,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Carga Geral,159
1632,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Chata,2
1633,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Draga,38
1634,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Empurrador,18
1635,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Flutuante,60
1636,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Jet Boat,5
1637,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Lancha,2288
1638,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Laser,2
1639,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Moto-Aquática/similar,135
1640,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Outros,185
1641,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Passageiro,41
1642,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Passageiro / Carga Geral,17
1643,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Passageiro de Alta Velocidade (HSC Passageiro),1
1644,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Pesqueiro,175
1645,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Rebocador,53
1646,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Roll-on / Roll-off Carga ,1
1647,9º ,Agência Fluvial de Boca do Acre,AGACRE,AC,Traineira,3
1648,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Balsa,4
1649,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Barcaça,1
1650,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Batelão,51
1651,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Bote,230
1652,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Canoa,443
1653,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Carga Geral,1
1654,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Draga,7
1655,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Empurrador,8
1656,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Flutuante,3
1657,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Lancha,145
1658,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Manuseio de Âncora (AHTS),1
1659,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Moto-Aquática/similar,114
1660,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",1
1661,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Passageiro,12
1662,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Passageiro / Carga Geral,3
1663,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Pesqueiro,78
1664,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Pesquisa,1
1665,9º ,Agência Fluvial de Caracaraí,AGCRAI,RR,Roll-on / Roll-off Passageiro (Ferry Boat),1
1666,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Balsa,54
1667,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Barcaça,2
1668,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Batelão,218
1669,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Bote,166
1670,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Canoa,477
1671,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Carga Geral,18
1672,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Empurrador,5
1673,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Flutuante,42
1674,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Jet Boat,4
1675,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Lancha,58
1676,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Moto-Aquática/similar,23
1677,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Passageiro,14
1678,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Passageiro / Carga Geral,9
1679,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Pesqueiro,9
1680,9º ,Agência Fluvial de Cruzeiro do Sul,AGFCRS,AC,Rebocador,9
1681,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Alvarenga,1
1682,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Balsa,53
1683,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Barcaça,11
1684,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Batelão,422
1685,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Bote,105
1686,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Canoa,252
1687,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Carga Geral,7
1688,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Draga,5
1689,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Empurrador,15
1690,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Flutuante,24
1691,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Graneleiro,2
1692,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Lancha,505
1693,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Moto-Aquática/similar,34
1694,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Outros,65
1695,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Passageiro,3
1696,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Passageiro / Carga Geral,6
1697,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Pesqueiro,16
1698,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Petroleiro,1
1699,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Rebocador,36
1700,9º ,Agência Fluvial de Eirunepé,AGNEPE,AM,Tanque (transporte de granéis líquidos),1
1701,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Balsa,34
1702,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Batelão,2
1703,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Bote,1239
1704,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Canoa,458
1705,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Chata,745
1706,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Draga,21
1707,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Empurrador,11
1708,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Flutuante,19
1709,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Lancha,1031
1710,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Moto-Aquática/similar,52
1711,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Outros,122
1712,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Passageiro,8
1713,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Passageiro / Carga Geral,4
1714,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Pesqueiro,6
1715,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Petroleiro,1
1716,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Rebocador,33
1717,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Roll-on / Roll-off Passageiro (Ferry Boat),1
1718,9º ,Agência Fluvial de Guajará-Mirim,AgGMirim,RO,Saveiro,1
1719,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Balsa,22
1720,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Batelão,6
1721,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Bote,39
1722,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Canoa,85
1723,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Carga Geral,159
1724,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Dique Flutuante,1
1725,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Draga,863
1726,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Empurrador,4
1727,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Flutuante,12
1728,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Jet Boat,1
1729,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Lancha,100
1730,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Moto-Aquática/similar,8
1731,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Outros,1
1732,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Passageiro,43
1733,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Passageiro / Carga Geral,22
1734,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Pesqueiro,9
1735,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Petroleiro,1
1736,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Rebocador,4
1737,9º ,Agência Fluvial de Humaitá,AGHMTA,AM,Tanque (transporte de granéis líquidos),1
1738,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Balsa,57
1739,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Barcaça,1
1740,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Batelão,1
1741,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Bote,76
1742,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Canoa,170
1743,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Carga Geral,553
1744,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Curral,1
1745,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Empurrador,29
1746,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Flutuante,51
1747,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Graneleiro,10
1748,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Iate,2
1749,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Jangada,2
1750,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Lancha,408
1751,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Moto-Aquática/similar,14
1752,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Outros,24
1753,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Passageiro,287
1754,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Passageiro / Carga Geral,206
1755,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Pesqueiro,178
1756,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Pesquisa,2
1757,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Petroleiro,3
1758,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Rebocador,148
1759,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Roll-on / Roll-off Passageiro (Ferry Boat),2
1760,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Tanque (transporte de granéis líquidos),7
1761,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Transporte de Gases Liquefeitos,4
1762,9º ,Agência Fluvial de Itacoatiara,AGITAC,AM,Transporte Escolar,2
1763,9º ,Agência Fluvial de Parintins,AGTINS,AM,Balsa,39
1764,9º ,Agência Fluvial de Parintins,AGTINS,AM,Barcaça,1
1765,9º ,Agência Fluvial de Parintins,AGTINS,AM,Batelão,7
1766,9º ,Agência Fluvial de Parintins,AGTINS,AM,Bote,450
1767,9º ,Agência Fluvial de Parintins,AGTINS,AM,Caique,1
1768,9º ,Agência Fluvial de Parintins,AGTINS,AM,Canoa,654
1769,9º ,Agência Fluvial de Parintins,AGTINS,AM,Carga Geral,360
1770,9º ,Agência Fluvial de Parintins,AGTINS,AM,Chata,2
1771,9º ,Agência Fluvial de Parintins,AGTINS,AM,Draga,1
1772,9º ,Agência Fluvial de Parintins,AGTINS,AM,Empurrador,28
1773,9º ,Agência Fluvial de Parintins,AGTINS,AM,Flutuante,38
1774,9º ,Agência Fluvial de Parintins,AGTINS,AM,Graneleiro,2
1775,9º ,Agência Fluvial de Parintins,AGTINS,AM,Iate,6
1776,9º ,Agência Fluvial de Parintins,AGTINS,AM,Lançador de Linhas,1
1777,9º ,Agência Fluvial de Parintins,AGTINS,AM,Lancha,1007
1778,9º ,Agência Fluvial de Parintins,AGTINS,AM,Laser,41
1779,9º ,Agência Fluvial de Parintins,AGTINS,AM,Moto-Aquática/similar,28
1780,9º ,Agência Fluvial de Parintins,AGTINS,AM,Outros,53
1781,9º ,Agência Fluvial de Parintins,AGTINS,AM,Passageiro,660
1782,9º ,Agência Fluvial de Parintins,AGTINS,AM,Passageiro / Carga Geral,1053
1783,9º ,Agência Fluvial de Parintins,AGTINS,AM,Pesqueiro,364
1784,9º ,Agência Fluvial de Parintins,AGTINS,AM,Petroleiro,8
1785,9º ,Agência Fluvial de Parintins,AGTINS,AM,Rebocador,32
1786,9º ,Agência Fluvial de Parintins,AGTINS,AM,Roll-on / Roll-off Passageiro (Ferry Boat),4
1787,9º ,Agência Fluvial de Parintins,AGTINS,AM,Tanque (transporte de granéis líquidos),6
1788,9º ,Agência Fluvial de Parintins,AGTINS,AM,Traineira,1
1789,9º ,Agência Fluvial de Parintins,AGTINS,AM,Transporte de Gases Liquefeitos,1
1790,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Alvarenga,1
1791,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Balsa,89
1792,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Batelão,269
1793,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Bote,180
1794,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Canoa,55
1795,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Carga Geral,171
1796,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Draga,29
1797,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Empurrador,72
1798,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Flutuante,203
1799,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Graneleiro,9
1800,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Jet Boat,2
1801,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Lancha,532
1802,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Moto-Aquática/similar,14
1803,9º ,Agência Fluvial de Tefé,AGTEFE,AM,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",1
1804,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Outros,280
1805,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Passageiro,78
1806,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Passageiro / Carga Geral,45
1807,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Pesqueiro,211
1808,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Pesquisa,2
1809,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Rebocador,134
1810,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Roll-on / Roll-off Passageiro (Ferry Boat),2
1811,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Tanque (transporte de granéis líquidos),2
1812,9º ,Agência Fluvial de Tefé,AGTEFE,AM,Veleiro,1
1813,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Apoio à Manobra,4
1814,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Balsa,1946
1815,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Barcaça,239
1816,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Batelão,1
1817,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Bote,182
1818,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Cábrea,5
1819,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Canoa,98
1820,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Carga Geral,1584
1821,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Chata,9
1822,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Dique Flutuante,12
1823,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Draga,40
1824,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Empurrador,369
1825,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Flotel,3
1826,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Flutuante,381
1827,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Graneleiro,59
1828,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Iate,49
1829,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Jangada,1
1830,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Jet Boat,17
1831,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Lançador de Linhas,4
1832,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Lancha,7041
1833,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Laser,1
1834,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Moto-Aquática/similar,1651
1835,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,"Multicasco (Catamarã, Trimarã, Tetramarã, etc)",46
1836,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Outros,185
1837,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Passageiro,740
1838,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Passageiro / Carga Geral,573
1839,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Passageiro de Alta Velocidade (HSC Passageiro),4
1840,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Pesqueiro,1222
1841,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Pesquisa,3
1842,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Petroleiro,27
1843,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Petroleiro e Químico,2
1844,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Porta-Contentor,9
1845,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Rebocador,894
1846,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Roll-on / Roll-off Carga ,4
1847,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Roll-on / Roll-off Passageiro (Ferry Boat),32
1848,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Tanque (transporte de granéis líquidos),69
1849,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Transporte de Carga Pesada (Navio de Cargas Especiais),2
1850,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Transporte de Gases Liquefeitos,1
1851,9º ,Capitania Fluvial da Amazônia Ocidental,CPNAUS,AM,Veleiro,5
1852,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Balsa,120
1853,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Barcaça,5
1854,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Batelão,39
1855,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Bote,1095
1856,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Cábrea,1
1857,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Caiaque,1
1858,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Canoa,444
1859,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Carga Geral,61
1860,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Chata,703
1861,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Draga,587
1862,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Empurrador,144
1863,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Escuna,1
1864,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Flutuante,120
1865,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Graneleiro,3
1866,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Jangada,1
1867,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Jet Boat,10
1868,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Lançador de Linhas,5
1869,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Lancha,3256
1870,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Laser,1
1871,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Moto-Aquática/similar,342
1872,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Outros,104
1873,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Passageiro,65
1874,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Passageiro / Carga Geral,33
1875,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Pesqueiro,27
1876,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Rebocador,184
1877,9º ,Capitania Fluvial de Porto Velho,CFPVEL,RO,Roll-on / Roll-off Passageiro (Ferry Boat),1
1878,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Alvarenga,1
1879,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Anfíbia,1
1880,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Balsa,70
1881,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Barcaça,2
1882,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Batelão,19
1883,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Bote,812
1884,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Cábrea,1
1885,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Caiaque,4
1886,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Canoa,1682
1887,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Carga Geral,79
1888,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Draga,7
1889,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Empurrador,20
1890,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Flutuante,128
1891,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Iate,13
1892,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Lançador de Linhas,1
1893,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Lancha,630
1894,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Moto-Aquática/similar,4
1895,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Outros,159
1896,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Passageiro,18
1897,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Passageiro / Carga Geral,18
1898,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Pesqueiro,26
1899,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Rebocador,61
1900,9º ,Capitania Fluvial de Tabatinga,CFT,AM,Tanque (transporte de granéis líquidos),1
